,Date,text_headlines
991,2016-12-01 04:25:00,gap inc says ny distribution center fire hurt nov same-store sales by about 3 percentage points
992,2016-12-01 04:22:00,gap inc november same-store sales down 1percent
993,2016-12-01 04:22:00,gap inc november sales total $153b down from $157b last year
994,2016-11-30 11:10:00,shoppers use holiday weekend deals to buy vacations other big-ticket items
995,2016-11-30 09:57:00,this is how savings experts do their holiday shopping
996,2016-11-29 06:55:00,cyber monday promotions run wild as retailers battle mighty amazon
997,2016-11-28 04:28:00,projected holiday sales gain cut after weaker thanksgiving weekend showing
998,2016-11-28 00:04:00,gap l brands shares gain after piper jaffray upgrades
999,2016-11-28 11:14:00,gap upgraded to neutral from underweight at piper jaffray
1000,2016-11-19 01:40:00,charting the market
1001,2016-11-18 04:24:00,stock market ends slightly lower as dollar rally sparks concern
1002,2016-11-18 07:36:00,abercrombie & fitch profit tumbles as it rebrands
1003,2016-11-17 07:00:00,gap profit drops as sales slump continues
1004,2016-11-17 04:34:00,gap shares fall on weak outlook
1005,2016-11-17 04:23:00,gap shares down 27percent in late thursday trading
1006,2016-11-17 04:22:00,gap expects 2016 sees adjusted eps in the range of $187 to $192; factset consensus $201
1007,2016-11-17 04:20:00,gap q3 same-store sales down 3percent; gap banana republic same-store sales decline 8percent old navy up 3percent
1008,2016-11-17 04:18:00,gap q3 revenue $380b vs $386b last year; factset consensus $380b
1009,2016-11-17 04:17:00,gap q3 adjusted eps 60 cents; factset consensus 60 cents
1010,2016-11-17 04:16:00,gap q3 eps 51 cents vs 61 cents last year
1011,2016-11-17 03:09:00,gap earnings a facility fire has near-term benefits
1012,2016-11-15 04:24:00,gap names teri list-stoll as new chief financial officer
1013,2016-11-15 04:18:00,gap names teri list-stoll as new finance chief
1014,2016-11-14 07:14:00,apple nike and playboy among most popular us brands on alibaba’s singles day
1015,2016-11-08 08:10:00,primark steps up us expansion
1016,2016-11-07 05:23:00,gap october same-store sales down 1percent
1017,2016-11-07 04:32:00,gap blames fire at distribution center for weak same-store sales
1018,2016-11-02 04:22:00,gap inc cfo to depart
1019,2016-11-02 04:18:00,gap cfo to leave in january 2017 end of fiscal year
1020,2016-10-19 11:23:00,s&p 500 nasdaq back for latest crack at the breakdown point
1021,2016-10-08 02:43:00,even a gap facility fire can’t extinguish bullish analysts’ optimism
1022,2016-10-08 00:55:00,charting the market
1023,2016-10-07 04:42:00,us stocks sag after tepid september jobs report
1024,2016-10-07 09:41:00,gap shares on pace to see biggest daily rise in 4 years up 12percent at $2556
1025,2016-10-07 09:37:00,shares of gap inc jump 9percent at $2486 to lead s&p 500 gainers in early trade
1026,2016-10-07 09:11:00,gap's stock surges 65percent premarket after sept same-store sales report late thursday
1027,2016-10-07 09:02:00,gap stock price target raised to $24 from $18 at deutsche bank
1028,2016-10-07 09:02:00,gap upgraded to hold from sell at deutsche bank
1029,2016-10-07 08:51:00,gap inc shares up 67percent in friday premarket trading
1030,2016-10-06 05:58:00,gap's same-store sales slide
1031,2016-10-06 04:33:00,gap inc's september same-store sales impacted by distribution center fire
1032,2016-10-06 04:18:00,gap inc shares down 08percent in thursday after-hours trading
1033,2016-10-06 04:17:00,gap inc september same-store sales down 3percent
1034,2016-10-06 04:16:00,gap inc september sales down 2percent year-over-year to $143b
1035,2016-09-22 10:21:00,millennial cosmetics ipo offers potentially beautiful returns
1036,2016-09-21 05:03:00,zara owner inditex's profit rises beats views
1037,2016-09-10 02:28:00,wave of profit and sales warnings puts spotlight on new risks companies face
1038,2016-09-08 09:25:00,why the ecb’s super mario really needs all his superpowers now
1039,2016-09-06 11:05:00,here’s the breakdown of stock ipos for the remainder of 2016
1040,2016-09-01 05:24:00,gap sales continue to slip banana republic drags
1041,2016-09-01 04:33:00,old navy only bright spot in gap august sales
1042,2016-09-01 04:22:00,gap inc august sales fall 2percent to $117 billion
1043,2016-09-01 09:09:00,j crew reports sales decline continuing two-year slump
1044,2016-08-30 05:34:00,gap inc distribution center shut down after fire
1045,2016-08-30 01:58:00,uber hires target cmo as president of ridesharing
1046,2016-08-30 07:00:00,what to watch for in abercrombie & fitch earnings
1047,2016-08-29 11:07:00,charting a fed-induced whipsaw us benchmarks rise from three-week lows
1048,2016-08-19 04:54:00,nasdaq logs longest weekly win streak in 6 years but stocks end lower
1049,2016-08-19 09:33:00,stocks retreat at the open as investors fret about rate-hike prospects
1050,2016-08-19 07:59:00,these s&p 500 stocks are scoring rare double breakouts
1051,2016-08-18 05:17:00,gap cuts year view as quarterly sales fall
1052,2016-08-18 04:35:00,gap shares fall as company dials down full-year earnings expectations
1053,2016-08-18 04:18:00,gap inc fiscal q2 eps 31 cents adj 60 cents a share
1054,2016-08-18 04:16:00,gap inc fiscal q2 net sales $385 billion
1055,2016-08-18 09:15:00,here’s a shining sector that’s not stuck in a glut
1056,2016-08-18 08:14:00,what to watch for in gap earnings
1057,2016-08-17 08:22:00,buy your insurance now against the boogeymen lurking in this market
1058,2016-08-15 07:51:00,stock bulls keep making it look easy — which is getting hard to fathom
1059,2016-08-15 04:27:00,this is the chance of a stock-market hangover
1060,2016-08-11 07:49:00,gap names hasbro ceo brian goldner to board
1061,2016-08-10 09:07:00,ralph lauren swings to loss but beats estimates
1062,2016-08-10 05:56:00,dos and don’ts of back-to-school shopping
1063,2016-08-09 04:27:00,nasdaq closes at all-time high as stocks eke out small gains
1064,2016-08-09 07:30:00,gap inc shares fall in premarket trading after reporting same-store sales declines
1065,2016-08-09 07:05:00,gap inc down 63percent in tuesday premarket trading
1066,2016-08-08 05:45:00,gap july comparable sales fall more than expected
1067,2016-08-08 04:34:00,gap shares drop after sales slip same-store sales decline
1068,2016-08-08 04:20:00,gap sees q2 adj eps 58 cents to 59 cents; factset consensus 48 cents
1069,2016-08-08 04:19:00,gap sees q2 eps 30 cents to 31 cents
1070,2016-08-08 04:19:00,gap's stock drops 34percent premarket after july q2 sales results
1071,2016-08-08 04:18:00,gap q2 factset same-store sales consensus down 27percent
1072,2016-08-08 04:18:00,gap second-quarter same-store sales down 2percent
1073,2016-08-08 04:17:00,gap july same-store sales down 4percent
1074,2016-08-08 04:17:00,gap q2 sales $385 bln vs $390 bln a year ago
1075,2016-08-08 04:17:00,gap july sales $110 bln vs $112 bln
1076,2016-07-16 09:40:00,these stocks are biggest post-brexit winners and losers in the us
1077,2016-07-08 04:27:00,s&p 500 dow log highest closing levels in a year
1078,2016-07-08 01:06:00,gap’s june results excite investors but analysts remain wary
1079,2016-07-08 08:02:00,gap shares up 36percent in premarket trade
1080,2016-07-07 06:02:00,gap posts surprise sales jump thanks to old navy
1081,2016-07-07 04:32:00,gap shares jump in late trading after june same-store sales increase
1082,2016-07-07 04:21:00,gap inc shares climb 45percent in after-hours trading
1083,2016-07-07 04:21:00,gap inc june same-store sales up 2percent
1084,2016-07-07 04:20:00,gap june same-store sales decline at gap global and banana republic but increase at old navy
1085,2016-07-07 04:19:00,gap inc june sales total $157 billion up 2percent from the same period last year
1086,2016-06-12 08:02:00,why major companies are getting rid of traditional performance reviews
1087,2016-06-07 02:47:00,ralph lauren tries to fashion a comeback
1088,2016-06-07 11:49:00,ralph lauren to book $400 million on restructuring
1089,2016-06-07 09:29:00,us retailer prices are more than triple primark’s on average
1090,2016-06-03 04:27:00,us stocks end lower after ugly jobs report
1091,2016-06-02 04:29:00,gap sales same-store sales declined in may
1092,2016-06-02 04:20:00,gap inc shares up 37percent in after-hours trading
1093,2016-06-02 04:20:00,gap inc shares up 37percent in after-hours trading
1094,2016-06-02 04:19:00,gap inc may sales total $118b down from $125b last year
1095,2016-06-02 04:18:00,gap inc same-store sales down 6percent in may
1096,2016-05-27 01:13:00,traditional retailer macy’s has turned into a speculative play
1097,2016-05-27 07:54:00,what would president trump mean for amazon shares
1098,2016-05-26 03:22:00,dollar stores shine in retail tumult
1099,2016-05-26 10:30:00,goldman sachs dumps employee-ranking system
1100,2016-05-26 07:41:00,abercrombie's sales slip as shopper traffic stalls
1101,2016-05-24 08:28:00,dsw profit falls slashes outlook on softer sales
1102,2016-05-20 10:48:00,gap stock price target cut to $16 from $18 at ubs
1103,2016-05-20 10:46:00,gap stock price target cut to $16 from $17 at deutsche bank
1104,2016-05-20 10:43:00,gap stock price target cut to $18 from $20 at suntrust rh
1105,2016-05-20 10:42:00,gap stock price target cut to $18 from $20 at buckingham research
1106,2016-05-20 09:16:00,what to do with your money as the clinton-trump race heats up
1107,2016-05-20 08:09:00,gap's stock gains 07percent premarket after q1 results late thursday
1108,2016-05-20 07:39:00,gap downgraded to hold from buy at stifel nicolaus
1109,2016-05-19 04:15:00,gap to shutter old navy stores in japan in streamlining effort
1110,2016-05-19 09:20:00,the fed won’t raise interest rates if this happens
1111,2016-05-18 04:57:00,gap ceo says he would sell merchandise on amazon
1112,2016-05-18 07:40:00,tjx cos wants to open thousands more stores
1113,2016-05-14 09:40:00,amazon is about to overtake macy’s as biggest seller of clothing in us
1114,2016-05-13 03:25:00,bridgewater sells off amazon coke and gap holdings while adding new stakes in alphabet and mcdonalds
1115,2016-05-13 02:59:00,bridgewater sold its entire gap stake of 466607 shares during q1
1116,2016-05-12 02:17:00,ralph lauren profit falls 77percent as sales slump
1117,2016-05-11 11:49:00,fitch downgrades gap to junk status
1118,2016-05-11 09:45:00,fitch downgrades gap rating into junk on sales woes
1119,2016-05-11 09:39:00,fitch downgrades gap ratings into junk
1120,2016-05-11 07:19:00,gap has too many stores in north america
1121,2016-05-10 04:24:00,s&p 500 dow post best gains in 2 months as oil rebounds
1122,2016-05-10 09:38:00,gap inc shares tumble 12percent to $1924 to lead s&p 500 decliners in early trade after sales slide
1123,2016-05-10 09:28:00,why you shouldn’t put your trust in oil’s strength — or weakness
1124,2016-05-10 08:19:00,gap stock price target cut to $18 from $23 at ubs
1125,2016-05-10 08:18:00,gap stock price target cut to $20 from $23 at suntrust rh
1126,2016-05-10 08:17:00,gap stock price target cut to $20 from $26 at rbc capital
1127,2016-05-10 08:08:00,gap stock price target cut to $19 from $25 at wedbush securities
1128,2016-05-10 07:37:00,gap's stock tumbles 13percent premarket after q1 sales update late monday
1129,2016-05-09 05:29:00,gap sales slide; company looks to streamline
1130,2016-05-09 04:32:00,gap plunges after warning about sales decline potential streamlining
1131,2016-05-09 04:19:00,gap falls 9percent after disclosing sales decline
1132,2016-05-02 07:01:00,energy stocks rebound helping the s&p 500 generate a gain in april
1133,2016-04-30 10:14:00,looking for income these 23 dividend stocks provide it
1134,2016-04-26 05:10:00,the 5 best store credit cards
1135,2016-04-14 03:00:00,gap taps syngal to be old navy's president
1136,2016-04-13 04:52:00,gap inc names sonia syngal old navy's global president
1137,2016-04-13 08:31:00,gap stock price target cut to $26 from $27 at rbc capital
1138,2016-04-08 03:20:00,gap shares down 138percent in friday afternoon trading
1139,2016-04-08 09:39:00,shares of gap tumble 9percent to $2520 to lead s&p 500 laggards
1140,2016-04-08 07:46:00,this bottoms-up forecast says stocks will pop 10percent higher
1141,2016-04-07 05:24:00,gap march sales drop inventory levels high
1142,2016-04-07 04:27:00,gap shares down 9percent on lower march sales first-quarter concerns
